increas,negative
question,negative
Time,negative
quot,negative
govern,negative
sourc,negative
call,negative
more,negative
cash,negative
littl,negative
sympathi,negative
call,negative
from,negative
Briton,negative
more,negative
servic,negative
receiv,negative
frosti,negative
respons,negative
Saturdai,negative
from,negative
politican,negative
media,negative
industri,negative
figur,negative
DirectorGener,neutral
John,neutral
Birt,neutral
said,neutral
Fridai,neutral
that,neutral
televis,neutral
licenc,neutral
should,neutral
increas,neutral
abov,neutral
level,neutral
inflat,neutral
protect,neutral
what,neutral
call,neutral
most,neutral
success,neutral
cultur,neutral
institut,neutral
world,neutral
Speak,neutral
Edinburgh,neutral
Internat,neutral
Televis,neutral
Festiv,neutral
Birt,neutral
said,neutral
first,neutral
increas,neutral
real,neutral
term,neutral
sinc,neutral
need,neutral
help,neutral
fund,neutral
expans,neutral
servic,neutral
digit,neutral
rule,negative
Conserv,negative
parti,negative
opposit,negative
Labour,negative
reluct,negative
endors,negative
rise,negative
runup,negative
gener,negative
elect,negative
next,negative
