basic,positive
profittak,positive
stock,positive
said,positive
Peter,positive
Cardillo,positive
director,positive
research,positive
Westfalia,positive
Investment,positive
Analyst,negative
said,negative
stock,negative
Philip,negative
Morri,negative
other,negative
tobacco,negative
compani,negative
under,negative
weight,negative
mount,negative
industri,negative
lawsuit,negative
sign,negative
increas,negative
govern,negative
oversight,negative
Blue,negative
chip,negative
fall,negative
profittak,negative
weak,negative
tobacco,negative
share,negative
Bluechip,negative
stock,negative
fell,negative
Wednesdai,negative
investor,negative
call,negative
time,negative
after,negative
threesess,negative
streak,negative
tobacco,negative
share,negative
plung,negative
crucial,negative
cigarett,negative
liabil,negative
trial,negative
near,negative
Jone,neutral
industri,neutral
averag,neutral
close,neutral
down,neutral
point,neutral
after,neutral
gain,neutral
point,neutral
from,neutral
Fridai,neutral
Tuesdai,neutral
broader,positive
market,positive
declin,positive
issu,positive
advanc,positive
moder,positive
volum,positive
million,positive
share,positive
York,positive
Stock,positive
Exchang,positive
