delight,positive
that,positive
someon,positive
influenti,positive
advertis,positive
been,positive
recognis,positive
also,positive
recognis,positive
industri,positive
import,positive
contribut,positive
econom,positive
forc,positive
good,positive
said,positive
Andrew,positive
Brown,positive
director,positive
gener,positive
Advertis,positive
Associat,positive
industri,positive
main,positive
trade,positive
group,positive
Major,negative
decis,negative
honour,negative
Saatchi,negative
well,negative
public,negative
relat,negative
expert,negative
Peter,negative
Selwyn,negative
Gummer,negative
both,negative
advis,negative
rule,negative
Conserv,negative
Parti,negative
latest,negative
preelect,negative
campaign,negative
trigger,negative
polit,negative
storm,negative
Saatchi,neutral
help,neutral
Conserv,neutral
four,neutral
gener,neutral
elect,neutral
behind,neutral
muchvilifi,neutral
newspap,neutral
campaign,neutral
month,neutral
which,neutral
depict,neutral
opposit,neutral
Labour,neutral
Parti,neutral
leader,neutral
Toni,neutral
Blair,neutral
with,neutral
devillish,neutral
under,negative
investig,negative
Advertis,negative
Standard,negative
Author,negative
part,negative
Conserv,negative
Labour,negative
Danger,negative
offens,negative
which,negative
shock,negative
mani,negative
feroc,negative
attack,negative
opposit,negative
legend,neutral
Mauric,neutral
Saatchi,neutral
made,neutral
lord,neutral
Advertis,positive
forc,positive
Mauric,positive
Saatchi,positive
elev,positive
Hous,positive
Lord,positive
Prime,positive
Minist,positive
John,positive
Major,positive
Wednesdai,positive
move,positive
industri,positive
expert,positive
said,positive
would,positive
give,positive
market,positive
respect,positive
influenc,positive
