reduct,positive
German,positive
interest,positive
rate,positive
Bundesbank,positive
littl,positive
move,positive
commod,positive
price,positive
Thursdai,positive
could,positive
help,positive
reviv,positive
them,positive
third,positive
quarter,positive
econmomist,positive
said,positive
Gold,neutral
most,neutral
close,neutral
relat,neutral
commod,neutral
market,neutral
shrug,neutral
move,neutral
veri,neutral
quiet,neutral
trade,neutral
other,neutral
market,neutral
were,neutral
mainli,neutral
involv,neutral
squar,neutral
their,neutral
book,neutral
ahead,neutral
threedai,neutral
holidai,neutral
weekend,neutral
Britain,neutral
Hong,neutral
Kong,neutral
York,positive
base,positive
economist,positive
note,positive
more,positive
accommod,positive
monetari,positive
polici,positive
Europ,positive
could,positive
stimul,positive
industri,positive
therefor,positive
demand,positive
metal,positive
Other,neutral
also,neutral
note,neutral
that,neutral
Feder,neutral
Reserv,neutral
central,neutral
bank,neutral
like,neutral
leav,neutral
rate,neutral
unchang,neutral
until,neutral
after,neutral
presidenti,neutral
elect,neutral
Novemb,neutral
have,neutral
left,neutral
them,neutral
unchang,neutral
after,neutral
polici,neutral
committe,neutral
meet,neutral
week,neutral
commod,positive
market,positive
German,positive
rate,positive
seen,positive
help,positive
commod,positive
market,positive
