transact,positive
provid,positive
Bass,positive
with,positive
opportun,positive
respond,positive
posit,positive
market,positive
trend,positive
increas,positive
competit,positive
both,positive
home,positive
oversea,positive
said,positive
Bass,positive
chairman,positive
Prosser,positive
statement,positive
Bass,neutral
brace,neutral
probe,neutral
CarlsbergTetlei,neutral
deal,neutral
British,neutral
brew,neutral
giant,neutral
Bass,neutral
struck,neutral
complex,neutral
deal,neutral
give,neutral
control,neutral
CarlsbergTetlei,neutral
brew,neutral
ventur,neutral
Alli,neutral
Domecq,neutral
Denmark,neutral
Carlsberg,neutral
agreement,negative
announc,negative
Bass,negative
Sundai,negative
give,negative
Bass,negative
percent,negative
share,negative
British,negative
beer,negative
market,negative
face,negative
regulatori,negative
hurdl,negative
includ,negative
possibl,negative
referr,negative
Monopoli,negative
Merger,negative
Commiss,negative
Bass,neutral
paid,neutral
million,neutral
pound,neutral
Alli,neutral
Domecq,neutral
percent,neutral
stake,neutral
ventur,neutral
Carlsberg,neutral
will,neutral
have,neutral
percent,neutral
interest,neutral
combin,neutral
Bass,neutral
Brewer,neutral
CarlsbergTetlei,neutral
