bill,neutral
expect,neutral
pass,neutral
sevendai,neutral
session,neutral
parliament,neutral
Stand,neutral
Committe,neutral
that,neutral
committe,positive
would,positive
also,positive
consid,positive
bill,positive
bring,positive
order,positive
Chines,positive
coal,positive
mine,positive
curb,positive
illeg,positive
China,neutral
parliament,neutral
legisl,neutral
China,neutral
parliament,neutral
expect,neutral
legisl,neutral
next,neutral
week,neutral
confus,neutral
over,neutral
miner,neutral
right,neutral
ownership,neutral
offici,neutral
miner,neutral
resourc,neutral
pass,neutral
Stand,neutral
Committe,neutral
Nation,neutral
Peopl,neutral
Congress,neutral
parliament,neutral
would,neutral
make,neutral
clear,neutral
that,neutral
such,neutral
resourc,neutral
belong,neutral
Chines,neutral
current,neutral
state,neutral
ownership,neutral
onli,neutral
vagu,neutral
refer,neutral
prompt,neutral
local,neutral
author,neutral
assum,neutral
thei,neutral
could,neutral
control,neutral
miner,neutral
resourc,neutral
develop,neutral
without,neutral
