There,negative
were,negative
individu,negative
instanc,negative
horrend,negative
behaviour,negative
from,negative
some,negative
press,negative
televis,negative
said,negative
Greenhil,negative
spokeswoman,negative
commun,negative
aftermath,negative
kill,negative
quiet,neutral
town,neutral
Dunblan,neutral
becam,neutral
focu,neutral
world,neutral
media,neutral
attent,neutral
give,neutral
month,neutral
when,neutral
grudgebear,neutral
loner,neutral
Thoma,neutral
Hamilton,neutral
went,neutral
berserk,neutral
with,neutral
entir,neutral
class,neutral
assembl,neutral
school,neutral
gymnasium,neutral
Local,negative
peopl,negative
were,negative
first,negative
anxiou,negative
help,negative
hord,negative
report,negative
their,negative
mood,negative
gradual,negative
chang,negative
thei,negative
made,negative
clear,negative
thei,negative
want,negative
left,negative
griev,negative
alon,negative
British,neutral
seek,neutral
learn,neutral
from,neutral
Dunblan,neutral
massacr,neutral
commun,neutral
leader,neutral
from,neutral
Scottish,neutral
town,neutral
Dunblan,neutral
where,neutral
gunman,neutral
massacr,neutral
children,neutral
their,neutral
teacher,neutral
last,neutral
March,neutral
media,neutral
Sundai,neutral
against,neutral
trampl,neutral
local,neutral
feel,neutral
underfoot,neutral
when,neutral
cover,neutral
such,neutral
stori,neutral
that,negative
were,negative
restrain,negative
well,negative
would,negative
hate,negative
when,negative
unleash,negative
your,negative
full,negative
action,negative
Greenhil,negative
told,negative
forum,negative
broadcast,negative
industri,negative
leader,negative
Edinburgh,negative
Internat,negative
Televis,negative
Festiv,negative
