distil,negative
stock,negative
more,negative
than,negative
million,negative
barrel,negative
percent,negative
below,negative
level,negative
same,negative
time,negative
last,negative
year,negative
rais,negative
concern,negative
price,mixed
ralli,mixed
product,mixed
price,positive
ralli,positive
again,positive
Wednesdai,positive
with,positive
help,positive
draw,positive
product,positive
stock,positive
after,positive
surrend,positive
Tuesdai,positive
London,positive
October,positive
futur,positive
North,positive
benchmark,positive
Brent,positive
blend,positive
crude,positive
cent,positive
barrel,positive
product,positive
price,positive
found,positive
support,positive
from,positive
weekli,positive
industri,positive
govern,positive
data,positive
show,positive
drop,positive
gasolin,positive
American,negative
Petroleum,negative
Institut,negative
statist,negative
week,negative
August,negative
show,negative
gasolin,negative
stock,negative
down,negative
million,negative
