German,positive-uncertain
union,positive-uncertain
split,positive-uncertain
tactic,positive-uncertain
retail,positive-uncertain
talk,positive-uncertain
main,negative
union,negative
repres,negative
German,negative
retail,negative
worker,negative
split,negative
apart,negative
Tuesdai,negative
union,negative
pull,negative
talk,negative
fourmonth,negative
disput,negative
while,negative
continu,negative
negoti,negative
union,positive-uncertain
have,positive-uncertain
been,positive-uncertain
jointli,positive-uncertain
negoti,positive-uncertain
wage,positive-uncertain
work,positive-uncertain
hour,positive-uncertain
deal,positive-uncertain
retail,positive-uncertain
worker,positive-uncertain
state,positive-uncertain
North,positive-uncertain
RhineWestphalia,positive-uncertain
sever,positive-uncertain
region,positive-uncertain
deal,positive-uncertain
hammer,positive-uncertain
advanc,positive-uncertain
Novemb,positive-uncertain
liberalis,positive-uncertain
shop,positive-uncertain
hour,positive-uncertain
Howev,negative
servic,negative
sector,negative
union,negative
pull,negative
talk,negative
Tuesdai,negative
after,negative
employ,negative
refus,negative
accept,negative
unexpect,negative
demand,negative
extra,negative
compens,negative
night,negative
work,negative
