German,positive-uncertain
union,positive-uncertain
split,positive-uncertain
tactic,positive-uncertain
main,negative
union,negative
repres,negative
German,negative
retail,negative
worker,negative
union,negative
pull,negative
talk,negative
fourmonth,negative
disput,negative
while,negative
union,positive-uncertain
have,positive-uncertain
been,positive-uncertain
jointli,positive-uncertain
negoti,positive-uncertain
wage,positive-uncertain
work,positive-uncertain
hour,positive-uncertain
deal,positive-uncertain
retail,positive-uncertain
worker,positive-uncertain
state,positive-uncertain
North,positive-uncertain
RhineWestphalia,positive-uncertain
sever,positive-uncertain
region,positive-uncertain
deal,positive-uncertain
Howev,negative
servic,negative
sector,negative
union,negative
pull,negative
talk,negative
Tuesdai,negative
after,negative
employ,negative
refus,negative
accept,negative
unexpect,negative
