1  acquired  Synset('learn.v.01')
1  Courage  Synset('courage.n.01')
1  from  None
1  Australian  Synset('australian.n.02')
1  brewer  Synset('brewer.n.01')
1  Fosters  Synset('foster.v.03')
2  was  Synset('be.v.05')
2  referred  Synset('refer.v.07')
2  the  None
2  OFT  Synset('frequently.r.01')
3  was  Synset('be.v.05')
3  obliged  Synset('oblige.v.02')
3  to  None
3  reduce  Synset('reduce.v.14')
3  its  Synset('information_technology.n.01')
3  tied  Synset('tie.v.03')
3  estate  Synset('estate_of_the_realm.n.01')
4  agreed  Synset('agreed.s.01')
4  to  None
4  the  None
4  early  Synset('early.s.03')
4  release  Synset('spill.n.03')
4  pub  Synset('public_house.n.01')
4  tenants  Synset('tenant.n.01')
5  had  Synset('induce.v.02')
5  to  None
5  release  Synset('spill.n.03')
5  500  Synset('five_hundred.s.01')
6  can  Synset('can.v.01')
6  not  Synset('not.r.01')
6  combine  Synset('compound.v.05')
6  C-T  None
7  has  Synset('induce.v.02')
7  the  None
7  option  Synset('option.n.01')
7  to  None
7  put  Synset('put_option.n.02')
7  its  Synset('information_technology.n.01')
7  whole  Synset('wholly.r.01')
7  shareholding  Synset('shareholding.n.01')
8  was  Synset('be.v.05')
8  knocked  Synset('knock.v.01')
8  off  Synset('off.s.05')
8  its  Synset('information_technology.n.01')
8  perch  Synset('perch.v.03')
9  would  None
9  make  Synset('make.v.15')
9  Bass  Synset('sea_bass.n.01')
9  Britain  Synset('united_kingdom.n.01')
9  's  None
10  have  Synset('take.v.35')
10  dominated  Synset('dominate.v.03')
10  the  None
10  beer  Synset('beer.n.01')
10  supply  Synset('provision.n.02')
11  are  Synset('be.v.05')
11  the  None
11  two  Synset('deuce.n.04')
11  biggest  Synset('large.a.01')
11  brewers  Synset('brewer.n.02')
12  will  Synset('will.n.03')
12  create  Synset('produce.v.02')
12  such  Synset('such.s.01')
12  a  Synset('deoxyadenosine_monophosphate.n.01')
12  dominant  Synset('prevailing.s.01')
12  force  Synset('wedge.v.02')
13  has  Synset('induce.v.02')
13  an  Synset('associate_in_nursing.n.01')
13  option  Synset('option.n.01')
13  to  None
13  put  Synset('put_option.n.02')
13  15  Synset('fifteen.s.01')
13  percent  Synset('percentage.n.01')
14  takes  Synset('take.v.41')
14  over  Synset('all_over.r.01')
15  is  Synset('be.v.02')
15  obviously  Synset('obviously.r.01')
15  something  None
16  will  Synset('will.n.03')
16  want  Synset('want.v.04')
16  to  None
16  find  Synset('recover.v.01')
16  out  Synset('out.s.06')
16  if  None
16  the  None
16  deal  Synset('deal.v.09')
17  does  Synset('suffice.v.01')
17  n't  None
17  work  Synset('workplace.n.01')
17  it  Synset('information_technology.n.01')
18  is  Synset('exist.v.01')
18  by  Synset('by.r.01')
18  no  Synset('nobelium.n.01')
18  means  Synset('means.n.01')
18  clear  Synset('open.n.01')
19  confirmed  Synset('confirm.v.05')
19  it  Synset('information_technology.n.01')
19  but  Synset('merely.r.01')
19  declined  Synset('refuse.v.02')
19  to  None
19  comment  Synset('comment.v.01')
19  on  Synset('on.r.03')
19  whether  None
19  the  None
19  OFT  Synset('frequently.r.01')
20  would  None
20  look  Synset('expect.v.03')
20  at  Synset('at.n.02')
20  the  None
20  deal  Synset('hand.n.06')
21  would  None
21  leave  Synset('leave.v.02')
21  Bass  Synset('bass.n.08')
21  and  None
21  S&N  None
22  would  None
22  recommend  Synset('recommend.v.03')
22  referring  Synset('refer.v.07')
22  it  Synset('information_technology.n.01')
23  gave  Synset('yield.v.01')
23  the  None
23  company  Synset('ship's_company.n.01')
24  are  Synset('embody.v.02')
24  expecting  Synset('expect.v.05')
24  a  Synset('deoxyadenosine_monophosphate.n.01')
24  referral  Synset('referral.n.03')
25  expect  Synset('ask.v.04')
25  Bass  Synset('sea_bass.n.01')
25  deal  Synset('softwood.n.01')
25  referral  Synset('referral.n.03')
26  expect  Synset('ask.v.04')
26  Bass  Synset('sea_bass.n.01')
26  deal  Synset('softwood.n.01')
26  referral  Synset('referral.n.03')
27  will  Synset('will.n.03')
27  create  Synset('produce.v.02')
27  such  Synset('such.s.01')
27  a  Synset('deoxyadenosine_monophosphate.n.01')
27  dominant  Synset('dominant_allele.n.01')
27  force  Synset('force_out.n.01')
27  in  Synset('inch.n.01')
27  the  None
27  industry  Synset('industry.n.01')
27  that  None
27  it  Synset('information_technology.n.01')
27  is  Synset('be.v.01')
27  almost  Synset('about.r.07')
27  certain  Synset('certain.a.04')
27  to  None
27  fall  Synset('hang.v.05')
27  foul  Synset('foul.n.01')
27  of  None
27  Britain  Synset('united_kingdom.n.01')
27  's  None
27  competition  Synset('competition.n.03')
27  authorities  Synset('government.n.01')
28  is  Synset('equal.v.01')
28  almost  Synset('about.r.07')
28  certain  Synset('certain.a.04')
28  to  None
28  fall  Synset('hang.v.05')
28  foul  Synset('foul.v.01')
28  of  None
28  Britain  Synset('united_kingdom.n.01')
28  's  None
28  competition  Synset('rival.n.01')
28  authorities  Synset('government.n.01')
29  must  Synset('mustiness.n.01')
29  think  Synset('think.v.03')
29  there  Synset('there.r.01')
29  is  Synset('be.v.01')
29  a  Synset('deoxyadenosine_monophosphate.n.01')
29  reasonable  Synset('reasonable.s.03')
29  risk  Synset('gamble.v.01')
29  of  None
29  that  None
29  happening  Synset('happen.v.02')
29  otherwise  Synset('otherwise.r.01')
29  why  Synset('why.n.01')
29  have  Synset('have.v.01')
29  plan  Synset('design.v.04')
29  B  Synset('boron.n.01')
29  in  Synset('indium.n.01')
29  place  Synset('place.v.06')
30  is  Synset('be.v.01')
30  a  Synset('deoxyadenosine_monophosphate.n.01')
30  reasonable  Synset('reasonable.s.03')
30  risk  Synset('gamble.v.01')
30  of  None
30  that  None
30  happening  Synset('happen.v.02')
30  otherwise  Synset('otherwise.r.01')
30  why  Synset('why.n.01')
30  have  Synset('have.v.01')
30  plan  Synset('design.v.04')
30  B  Synset('boron.n.01')
30  in  Synset('indium.n.01')
30  place  Synset('place.v.06')
31  happening  Synset('happen.v.02')
31  otherwise  Synset('otherwise.r.01')
31  why  Synset('why.n.01')
31  have  Synset('have.v.01')
31  a  Synset('deoxyadenosine_monophosphate.n.01')
31  plan  Synset('design.v.04')
31  B  Synset('boron.n.01')
31  in  Synset('indium.n.01')
31  place  Synset('place.v.06')
32  allow  Synset('give_up.v.11')
32  the  None
32  marriage  Synset('marriage.n.03')
32  to  None
32  take  Synset('accept.v.08')
32  place  Synset('place.v.12')
33  has  Synset('hour_angle.n.02')
33  an  Synset('associate_in_nursing.n.01')
33  option  Synset('option.n.01')
33  to  None
33  put  Synset('put_option.n.02')
33  15  Synset('fifteen.n.01')
33  percent  Synset('percentage.n.01')
33  of  None
33  C-T  None
33  Allied  Synset('allied.a.03')
33  Domecq  None
34  is  Synset('exist.v.01')
34  by  Synset('by.r.01')
34  no  Synset('nobelium.n.01')
34  means  Synset('means.n.01')
34  clear  Synset('open.n.01')
34  what  None
34  will  Synset('bequeath.v.01')
34  invoke  Synset('raise.v.07')
34  plan  Synset('plan.v.03')
34  B  Synset('b.n.07')
35  would  None
35  make  Synset('shuffle.n.01')
35  Bass  Synset('freshwater_bass.n.01')
35  Britain  Synset('united_kingdom.n.01')
35  's  None
35  largest  Synset('big.s.13')
35  brewer  Synset('brewer.n.02')
35  by  Synset('by.r.01')
35  far  Synset('far.s.03')
35  with  None
35  35  Synset('thirty-five.s.01')
35  percent  Synset('percentage.n.01')
35  of  None
35  the  None
35  market  Synset('market.v.01')
36  will  Synset('will.n.03')
36  want  Synset('want.v.03')
36  to  None
36  find  Synset('find.v.13')
36  out  Synset('out.n.01')
36  if  None
36  the  None
36  deal  Synset('deal.v.09')
36  would  None
36  leave  Synset('leave.v.03')
36  Bass  Synset('sea_bass.n.01')
36  and  None
36  S&N  None
36  too  Synset('excessively.r.01')
36  much  Synset('much.r.01')
36  control  Synset('control.n.10')
36  over  Synset('over.r.01')
36  beer  Synset('beer.n.01')
36  prices  Synset('monetary_value.n.01')
36  powerful  Synset('brawny.s.01')
36  a  Synset('deoxyadenosine_monophosphate.n.01')
36  grip  Synset('grapple.v.02')
36  in  Synset('indium.n.01')
36  Midlands  Synset('midland.n.02')
36  Yorkshire  Synset('yorkshire.n.01')
37  would  None
37  leave  Synset('leave.v.03')
37  Bass  Synset('sea_bass.n.01')
37  and  None
37  S&N  None
37  too  Synset('excessively.r.01')
37  much  Synset('much.r.05')
37  control  Synset('control.n.05')
37  over  Synset('all_over.r.01')
37  beer  Synset('beer.n.01')
37  prices  Synset('monetary_value.n.01')
37  powerful  Synset('brawny.s.01')
37  a  Synset('deoxyadenosine_monophosphate.n.01')
37  grip  Synset('grip.n.04')
37  in  Synset('indium.n.01')
37  the  None
37  Midlands  Synset('midland.n.02')
37  Yorkshire  Synset('yorkshire.n.01')
38  are  Synset('embody.v.02')
38  expecting  Synset('expect.v.05')
38  a  Synset('deoxyadenosine_monophosphate.n.01')
38  referral  Synset('referral.n.03')
39  exited  Synset('exit.v.02')
39  brewing  Synset('brewing.n.01')
39  at  Synset('astatine.n.01')
39  the  None
39  end  Synset('end.n.08')
39  of  None
39  February  Synset('february.n.01')
39  1991  None
40  suppose  Synset('think.v.02')
40  plan  Synset('design.v.04')
40  B  Synset('boron.n.01')
40  swings  Synset('swing.v.13')
40  in  Synset('indium.n.01')
41  think  Synset('think.v.11')
41  the  None
41  supply  Synset('provision.n.02')
41  position  Synset('status.n.01')
41  in  Synset('indium.n.01')
41  Midlands  Synset('midland.n.02')
42  getting  Synset('scram.v.01')
42  together  Synset('together.r.03')
42  in  Synset('indium.n.01')
42  very  Synset('very.r.01')
42  significant  Synset('significant.a.01')
42  regions  Synset('area.n.03')
42  like  Synset('wish.v.02')
42  that  None
42  is  Synset('be.v.12')
42  something  None
42  which  None
42  has  Synset('induce.v.02')
42  never  Synset('never.r.02')
42  happened  Synset('happen.v.02')
42  before  Synset('earlier.r.01')
43  would  None
43  look  Synset('expect.v.03')
43  at  Synset('at.n.02')
43  the  None
43  deal  Synset('hand.n.06')
44  would  None
44  recommend  Synset('recommend.v.01')
44  referring  Synset('refer.v.07')
44  it  Synset('information_technology.n.01')
44  to  None
44  the  None
44  Monopolies  Synset('monopoly.n.03')
44  and  None
44  Mergers  Synset('fusion.n.01')
44  Commission  Synset('commission.n.07')
44  for  None
44  a  Synset('deoxyadenosine_monophosphate.n.01')
44  full  Synset('fully.r.01')
44  investigation  Synset('investigation.n.02')
45  say  Synset('say.n.01')
45  although  None
45  S&N  None
45  's  None
45  purchase  Synset('purchase.n.01')
45  of  None
45  Courage  Synset('courage.n.01')
45  was  Synset('be.v.05')
45  referred  Synset('refer.v.02')
45  the  None
45  OFT  Synset('frequently.r.01')
45  gave  Synset('yield.v.01')
45  company  Synset('ship's_company.n.01')
45  much  Synset('much.r.01')
45  clearer  Synset('clear.s.09')
45  guidance  Synset('steering.n.02')
45  on  Synset('on.r.03')
45  what  None
45  concessions  Synset('concession.n.02')
45  would  None
45  be  Synset('be.v.05')
45  required  Synset('want.v.02')
45  to  None
45  let  Synset('let.v.01')
45  it  Synset('information_technology.n.01')
45  through  Synset('through.r.05')
46  gave  Synset('yield.v.01')
46  the  None
46  company  Synset('company.v.01')
46  much  Synset('much.r.01')
46  clearer  Synset('clear.s.09')
46  guidance  Synset('steering.n.02')
46  on  Synset('on.r.03')
46  what  None
46  concessions  Synset('concession.n.01')
46  would  None
46  be  Synset('equal.v.01')
46  required  Synset('compulsory.s.01')
46  to  None
46  let  Synset('let.v.01')
46  it  Synset('information_technology.n.01')
46  through  Synset('through.r.05')
47  agreed  Synset('agreed.s.01')
47  to  None
47  the  None
47  early  Synset('early.a.05')
47  release  Synset('spill.n.03')
47  of  None
47  IEL  None
47  -LRB-  None
47  Intrepreneur  None
47  Estates  Synset('estate_of_the_realm.n.01')
47  Ltd  None
47  -RRB-  None
47  pub  Synset('public_house.n.01')
47  tenants  Synset('tenant.n.02')
47  from  None
47  a  Synset('deoxyadenosine_monophosphate.n.01')
47  supply  Synset('provision.n.02')
47  agreement  Synset('agreement.n.04')
48  ``  None
