1  fell  Synset('fell.n.02')
1  to  None
1  26.23  None
1  million  Synset('million.n.01')
1  yuan  Synset('yuan.n.02')
1  in  Synset('in.r.01')
1  the  None
1  first  Synset('first_gear.n.01')
1  half  Synset('half.r.01')
1  same  Synset('same.a.01')
1  period  Synset('period.n.07')
2  hit  Synset('shoot.v.01')
2  408.81  None
2  million  Synset('million.s.01')
2  yuan  Synset('yuan.n.02')
3  to  None
3  cut  Synset('switch_off.v.01')
3  its  Synset('information_technology.n.01')
3  prices  Synset('price.n.05')
4  had  Synset('take.v.35')
4  after-tax  None
4  profits  Synset('winnings.n.01')
5  reports  Synset('reputation.n.03')
5  26  Synset('twenty-six.s.01')
5  pct  Synset('percentage.n.01')
5  dip  Synset('dunk.v.03')
6  blamed  Synset('blasted.s.01')
6  its  Synset('information_technology.n.01')
6  earnings  Synset('wage.n.01')
6  slide  Synset('slide.n.06')
7  reports  Synset('report.v.05')
7  26  Synset('twenty-six.s.01')
7  pct  Synset('percentage.n.01')
7  dip  Synset('pickpocket.n.01')
7  in  Synset('indium.n.01')
7  interim  Synset('interim.s.01')
8  reports  Synset('report.v.05')
8  26  Synset('twenty-six.s.01')
8  pct  Synset('percentage.n.01')
8  dip  Synset('pickpocket.n.01')
8  in  Synset('indium.n.01')
8  interim  Synset('interim.s.01')
9  blamed  Synset('blame.v.03')
9  its  Synset('information_technology.n.01')
9  earnings  Synset('gain.v.08')
9  slide  Synset('slide.n.04')
9  on  Synset('on.r.03')
9  increased  Synset('increased.a.01')
9  global  Synset('global.s.01')
9  competition  Synset('contest.n.01')
9  which  None
9  had  Synset('induce.v.02')
9  forced  Synset('coerce.v.01')
9  it  Synset('information_technology.n.01')
9  to  None
9  cut  Synset('cut.n.10')
9  prices  Synset('price.n.05')
10  The  None
10  firm  Synset('firm.s.10')
10  ,  None
10  set  Synset('set.v.08')
10  up  Synset('up.r.05')
10  in  Synset('indium.n.01')
10  1993  None
10  was  Synset('washington.n.02')
10  entitled  Synset('entitle.v.02')
10  to  None
10  a  Synset('deoxyadenosine_monophosphate.n.01')
10  three-year  None
10  corporate  Synset('corporate.a.01')
10  income  Synset('income.n.01')
10  tax  Synset('tax.v.02')
10  break  Synset('unwrap.v.02')
