1  agreed  Synset('agree.v.02')
1  to  None
1  acquire  Synset('grow.v.08')
1  First  Synset('inaugural.s.02')
1  Mississippi  Synset('mississippi.n.02')
1  Corp.  None
1  's  None
2  will  Synset('bequeath.v.01')
2  acquire  Synset('learn.v.01')
2  FirstMiss  None
2  Fertiliser  Synset('fertilizer.n.01')
3  owns  Synset('own.v.01')
3  the  None
3  remaining  Synset('stay.v.01')
3  50  Synset('fifty.n.01')
3  percent  Synset('percentage.n.01')
3  stake  Synset('post.n.09')
4  will  Synset('will.n.03')
4  also  Synset('besides.r.02')
4  acquire  Synset('grow.v.08')
4  a  Synset('deoxyadenosine_monophosphate.n.01')
4  50  Synset('fifty.s.01')
4  percent  Synset('percentage.n.01')
4  stake  Synset('stake.v.04')
5  will  Synset('will.n.03')
5  then  Synset('then.r.02')
5  merge  Synset('unite.v.06')
5  with  None
5  First  Synset('first_gear.n.01')
5  Mississippi  Synset('mississippi.n.02')
5  's  None
5  in  Synset('indium.n.01')
5  a  Synset('deoxyadenosine_monophosphate.n.01')
5  tax-free  Synset('tax-exempt.s.01')
5  deal  Synset('hand.n.06')
6  creates  Synset('create.v.03')
6  one  Synset('one.s.03')
6  of  None
6  the  None
6  premier  Synset('prime_minister.n.01')
6  nitrogen  Synset('nitrogen.n.01')
6  complexes  Synset('complex.n.02')
6  in  Synset('inch.n.01')
6  North  Synset('north.n.04')
6  America  Synset('united_states.n.01')
7  will  Synset('bequeath.v.01')
7  double  Synset('doubly.r.01')
7  its  Synset('information_technology.n.01')
7  urea  Synset('urea.n.01')
7  sales  Synset('sale.n.05')
8  is  Synset('embody.v.02')
8  of  None
8  great  Synset('great.s.02')
8  strategic  Synset('strategic.s.02')
8  importance  Synset('importance.n.01')
9  remains  Synset('stay.v.04')
9  subject  Synset('subjugate.v.02')
9  to  None
9  shareholder  Synset('stockholder.n.01')
9  and  None
9  regulatory  Synset('regulative.s.01')
9  approval  Synset('blessing.n.01')
10  will  Synset('bequeath.v.01')
10  be  Synset('exist.v.01')
10  exchanged  Synset('exchanged.s.01')
10  for  None
10  about  Synset('approximately.r.01')
10  0.335  None
10  shares  Synset('contribution.n.01')
11  will  Synset('bequeath.v.01')
11  spin  Synset('whirl.v.02')
11  off  Synset('off.s.05')
11  its  Synset('information_technology.n.01')
11  non-fertiliser  None
11  operations  Synset('process.n.02')
12  will  Synset('bequeath.v.01')
12  be  Synset('equal.v.01')
12  issued  Synset('publish.v.02')
12  about  Synset('about.r.07')
12  6.9  None
12  million  Synset('million.s.01')
12  Mississippi  Synset('mississippi.n.02')
12  Chemical  Synset('chemical.n.01')
12  shares  Synset('share.v.04')
12  ,  None
12  or  Synset('oregon.n.01')
12  25  Synset('twenty-five.s.01')
