1  was  Synset('cost.v.01')
1  off  Synset('off.r.02')
1  3.31  None
1  points  Synset('point.v.09')
1  at  Synset('at.n.02')
1  1,121.36  None
2  lost  Synset('suffer.v.11')
2  1.46  None
2  at  Synset('at.n.02')
2  557.83  None
3  drew  Synset('withdraw.v.09')
3  profit-taking  None
3  after  Synset('subsequently.r.01')
3  its  Synset('information_technology.n.01')
3  56-point  None
3  climb  Synset('wax.v.02')
4  was  Synset('washington.n.02')
4  also  Synset('besides.r.02')
4  precipitated  Synset('precipitate.v.02')
4  by  Synset('by.r.01')
4  a  Synset('deoxyadenosine_monophosphate.n.01')
4  drop  Synset('fell.v.01')
5  announced  Synset('announced.s.01')
5  late  Synset('late.a.06')
5  Tuesday  Synset('tuesday.n.01')
5  that  None
5  it  Synset('information_technology.n.01')
6  was  Synset('be.v.05')
6  withdrawing  Synset('withdraw.v.09')
6  its  Synset('information_technology.n.01')
6  unsolicited  Synset('unasked.s.01')
6  $  None
6  460  None
6  million  Synset('million.s.01')
6  bid  Synset('wish.v.06')
7  jumped  Synset('leap.v.02')
7  7-3/4  None
7  to  None
7  56-1/8  None
8  reported  Synset('reported.a.01')
8  upbeat  Synset('wellbeing.n.01')
8  results  Synset('result.n.03')
9  were  Synset('be.v.01')
9  due  Synset('due.n.02')
9  for  None
9  a  Synset('vitamin_a.n.01')
9  correction  Synset('correction.n.05')
9  since  None
9  the  None
9  market  Synset('market.n.02')
10  'll  None
10  remain  Synset('stay.v.01')
10  in  Synset('indium.n.01')
10  drifting  Synset('roll.v.12')
10  ,  None
10  low  Synset('low.s.03')
10  volume  Synset('volume.n.06')
11  was  Synset('washington.n.02')
11  pressured  Synset('coerce.v.01')
11  by  Synset('aside.r.06')
11  profit-taking  None
11  in  Synset('indium.n.01')
11  bonds  Synset('bond.n.09')
12  was  Synset('washington.n.02')
12  a  Synset('deoxyadenosine_monophosphate.n.01')
12  little  Synset('little.s.08')
13  lost  Synset('confused.s.03')
13  13/32  None
14  rose  Synset('surface.v.01')
14  to  None
14  6.83  None
14  percent  Synset('percentage.n.01')
14  from  None
14  6.80  None
15  can  Synset('can.v.01')
15  be  Synset('be.v.03')
15  a  Synset('deoxyadenosine_monophosphate.n.01')
15  negative  Synset('negative.s.08')
16  weaken  Synset('weaken.v.02')
16  on  Synset('on.r.03')
16  profit-taking  None
16  and  None
16  lower  Synset('turn_down.v.05')
16  bonds  Synset('bond.v.03')
17  weaken  Synset('weaken.v.02')
17  on  Synset('on.r.03')
17  profit-taking  None
17  and  None
17  lower  Synset('turn_down.v.05')
17  bonds  Synset('bond.v.03')
18  fell  Synset('fell.v.03')
18  in  Synset('indium.n.01')
18  sluggish  Synset('inert.s.03')
18  trading  Synset('trade.v.02')
18  Wednesday  Synset('wednesday.n.01')
18  as  Synset('deoxyadenosine_monophosphate.n.01')
18  the  None
18  market  Synset('market.v.03')
18  was  Synset('washington.n.02')
18  pressured  Synset('coerce.v.01')
18  by  Synset('by.r.01')
18  profit-taking  None
18  and  None
18  a  Synset('deoxyadenosine_monophosphate.n.01')
18  slump  Synset('depression.n.02')
18  bonds  Synset('bond.n.02')
19  was  Synset('washington.n.02')
19  pressured  Synset('coerce.v.01')
19  by  Synset('by.r.01')
19  profit-taking  None
19  and  None
19  a  Synset('deoxyadenosine_monophosphate.n.01')
19  slump  Synset('depression.n.02')
19  in  Synset('indium.n.01')
19  bonds  Synset('bond.n.02')
20  led  Synset('light-emitting_diode.n.01')
20  advances  Synset('promote.v.01')
20  12-8  None
20  on  Synset('on.r.03')
20  moderate  Synset('moderate.s.03')
20  trading  Synset('trade.v.01')
20  of  None
20  202  None
20  million  Synset('million.s.01')
20  shares  Synset('share.n.02')
20  the  None
20  New  Synset('modern.s.05')
20  York  Synset('york.n.01')
20  Stock  Synset('stock.n.01')
20  Exchange  Synset('exchange.n.11')
21  suspect  Synset('suspect.v.03')
21  we  None
21  'll  None
21  remain  Synset('stay.v.01')
21  in  Synset('indium.n.01')
21  drifting  Synset('drift.v.10')
21  ,  None
21  low  Synset('low.s.03')
21  volume  Synset('bulk.n.02')
21  volatility  Synset('volatility.n.02')
21  activity  Synset('bodily_process.n.01')
21  until  None
21  after  Synset('after.r.02')
21  Labour  Synset('british_labour_party.n.01')
21  Day  Synset('day.n.04')
21  -LRB-  None
21  Sept.  None
21  2  Synset('two.n.01')
21  -RRB-  None
21  and  None
21  that  None
21  the  None
21  focus  Synset('focus.v.05')
21  will  Synset('volition.n.01')
21  be  Synset('be.v.12')
21  on  Synset('on.r.03')
21  third-quarter  None
21  earnings  Synset('net_income.n.01')
21  preannouncements  None
22  'll  None
22  remain  Synset('stay.v.01')
22  in  Synset('indium.n.01')
22  drifting  Synset('drift.v.10')
22  ,  None
22  low  Synset('low.s.03')
22  volume  Synset('bulk.n.02')
22  volatility  Synset('volatility.n.02')
22  activity  Synset('bodily_process.n.01')
22  until  None
22  after  Synset('after.r.02')
22  Labour  Synset('british_labour_party.n.01')
22  Day  Synset('day.n.04')
22  -LRB-  None
22  Sept.  None
22  2  Synset('two.n.01')
22  -RRB-  None
22  and  None
22  that  None
22  the  None
22  focus  Synset('focus.n.07')
22  will  Synset('volition.n.01')
22  be  Synset('be.v.12')
22  on  Synset('on.r.03')
22  third-quarter  None
22  earnings  Synset('net_income.n.01')
22  preannouncements  None
23  are  Synset('be.v.01')
23  mindful  Synset('mindful.a.01')
23  of  None
23  the  None
23  selling  Synset('selling.n.01')
23  pressure  Synset('coerce.v.01')
23  in  Synset('indium.n.01')
23  Philip  Synset('philip.n.01')
23  Morris  Synset('morris.n.04')
23  shares  Synset('share.n.02')
23  following  Synset('pursuit.n.01')
23  an  Synset('associate_in_nursing.n.01')
23  Aug.  None
23  8  Synset('eight.n.01')
23  Florida  Synset('florida.n.01')
23  jury  Synset('jury.n.01')
23  ruling  Synset('rule.v.05')
23  against  None
23  industry  Synset('industry.n.01')
23  a  Synset('deoxyadenosine_monophosphate.n.01')
23  suit  Synset('lawsuit.n.01')
23  filed  Synset('file.v.01')
23  by  Synset('by.r.01')
23  smoker  Synset('stag_party.n.01')
24  can  Synset('toilet.n.02')
24  be  Synset('be.v.03')
24  a  Synset('vitamin_a.n.01')
24  negative  Synset('negative.s.08')
24  for  None
24  quite  Synset('quite.r.03')
24  some  Synset('some.s.04')
24  time  Synset('time.v.02')
25  is  Synset('embody.v.02')
25  just  Synset('just.a.01')
25  nervous  Synset('nervous.a.03')
25  investors  Synset('investor.n.01')
25  getting  Synset('induce.v.02')
25  out  Synset('out.s.04')
25  of  None
25  stocks  Synset('stocks.n.03')
25  in  Synset('indium.n.01')
25  a  Synset('deoxyadenosine_monophosphate.n.01')
25  thin  Synset('thin.a.05')
25  market  Synset('marketplace.n.02')
26  getting  Synset('induce.v.02')
26  out  Synset('out.s.04')
26  of  None
26  stocks  Synset('stocks.n.03')
26  in  Synset('indium.n.01')
26  a  Synset('deoxyadenosine_monophosphate.n.01')
26  thin  Synset('thin.a.05')
26  market  Synset('market.v.03')
27  said  Synset('suppose.v.01')
27  ,  None
27  ``  None
27  Today  Synset('today.r.02')
27  is  Synset('embody.v.02')
27  just  Synset('just.r.03')
27  a  Synset('deoxyadenosine_monophosphate.n.01')
27  little  Synset('little.s.08')
27  rest  Synset('rest.v.03')
28  were  Synset('be.v.05')
28  due  Synset('due.n.02')
28  for  None
28  a  Synset('vitamin_a.n.01')
28  correction  Synset('correction.n.05')
28  since  None
28  the  None
