German,neutral
util,neutral
group,neutral
Viag,neutral
Tuesdai,neutral
said,neutral
profit,neutral
year,neutral
ought,neutral
least,neutral
match,neutral
billion,neutral
mark,neutral
million,neutral
diversifi,positive
group,positive
said,positive
pretax,positive
profit,positive
slump,positive
billion,positive
mark,positive
first,positive
month,positive
chairman,positive
Georg,positive
Obermeier,positive
stress,positive
that,positive
compar,positive
figur,positive
Speak,positive
confer,positive
Obermeier,positive
said,positive
oper,positive
profit,positive
risen,positive
percent,positive
sixmonth,positive
period,positive
also,positive
note,positive
that,positive
bulk,positive
Viag,positive
firsthalf,positive
profit,positive
result,positive
oneoff,positive
gain,positive
from,positive
sale,positive
percent,positive
stake,positive
Germani,positive
biggest,positive
Overal,positive
Viag,positive
group,positive
develop,positive
line,positive
Viag,positive
stai,positive
posit,positive
after,positive
first,positive
half,positive
