China,neutral
should,neutral
reli,neutral
more,neutral
China,neutral
should,neutral
take,neutral
advantag,neutral
inflat,neutral
switch,neutral
fund,neutral
rais,neutral
effort,neutral
longer,neutral
term,neutral
bond,neutral
Financi,neutral
publish,neutral
central,neutral
bank,neutral
said,neutral
that,neutral
reduc,neutral
interest,neutral
rate,neutral
meant,neutral
that,neutral
Beij,neutral
could,neutral
that,neutral
period,neutral
lower,neutral
inflat,neutral
time,neutral
shift,neutral
longer,neutral
term,neutral
matur,neutral
China,negative
retail,negative
price,negative
inflat,negative
rate,negative
slip,negative
percent,negative
first,negative
seven,negative
month,negative
year,negative
well,negative
below,negative
target,negative
percent,negative
That,neutral
persuad,neutral
central,neutral
bank,neutral
bank,neutral
interest,neutral
rate,neutral
year,neutral
mani,neutral
analyst,neutral
expect,neutral
