dealer,positive-uncertain
took,positive-uncertain
their,positive-uncertain
profit,positive-uncertain
earli,positive-uncertain
European,positive-uncertain
busi,positive-uncertain
after,positive-uncertain
sever,negative
dealer,negative
said,negative
thei,negative
ventur,negative
higher,negative
There,positive
seen,positive
some,positive
good,positive
hedgefund,positive
silver,positive
call,positive
option,positive
also,positive
underli,positive
silver,positive
Silver,mixed
twomonth,mixed
high,mixed
Silver,positive
highest,positive
level,positive
sinc,positive
June,positive
Tuesdai,positive
morn,positive
follow,positive
specul,positive
Silver,positive
ounc,positive
cent,positive
from,positive
Mondai,positive
eight,positive
cent,positive
abov,positive
