Former,neutral
Orang,neutral
Counti,neutral
Treasur,neutral
take,neutral
stand,neutral
trial,neutral
Orang,negative
Counti,negative
Calif,negative
former,negative
Treasur,negative
Robert,negative
Citron,negative
testifi,negative
Tuesdai,negative
that,negative
never,negative
discuss,negative
with,negative
counti,negative
former,negative
budget,negative
director,negative
alleg,negative
scheme,negative
divert,negative
fund,negative
from,negative
citi,negative
school,negative
Former,negative
Budget,negative
Director,negative
Ronald,negative
Rubino,negative
indict,negative
counti,negative
grand,negative
juri,negative
Decemb,negative
allegedli,negative
Citron,negative
divert,negative
fund,negative
from,negative
other,negative
govern,negative
agenc,negative
counti,negative
benefit,negative
Rubino,negative
deni,negative
wrongdo,negative
face,negative
nine,negative
year,negative
prison,negative
convict,negative
feloni,negative
count,negative
Dure,negative
eargerli,negative
await,negative
testimoni,negative
Tuesdai,negative
Citron,negative
told,negative
juri,negative
tell,negative
Rubino,negative
about,negative
alleg,negative
transfer,negative
fund,negative
alleg,negative
manipul,negative
interest,negative
rate,negative
countyrun,negative
invest,negative
portfolio,negative
Citron,negative
testifi,negative
that,negative
Merril,negative
Lynch,negative
bond,negative
salesman,negative
Michael,negative
Stamenson,negative
well,negative
awar,negative
alleg,negative
action,negative
