Imasco,neutral
sell,neutral
First,neutral
Feder,neutral
Save,neutral
Loan,neutral
Imasco,neutral
said,neutral
Thursdai,neutral
that,neutral
Financi,neutral
Servic,neutral
unit,neutral
agre,neutral
sell,neutral
First,neutral
Feder,neutral
Save,neutral
Loan,neutral
Associat,neutral
Rochest,neutral
Marin,neutral
Midland,neutral
Bank,neutral
Buffalo,neutral
about,neutral
million,neutral
Buffalo,neutral
NYbase,neutral
Marin,neutral
Midland,neutral
unit,neutral
HSBC,neutral
Hold,neutral
Britain,neutral
biggest,neutral
bank,neutral
compani,neutral
which,neutral
also,neutral
bank,neutral
interest,neutral
Hong,neutral
Kong,neutral
Torontobas,neutral
Financi,neutral
percent,neutral
Imasco,neutral
Montrealbas,neutral
tobacco,neutral
financi,neutral
servic,neutral
compani,neutral
Proce,positive
deal,positive
were,positive
expect,positive
million,positive
million,positive
includ,positive
sale,positive
price,positive
million,positive
million,positive
dividend,positive
from,positive
Rochest,positive
NYbase,positive
First,positive
Feder,positive
Imasco,positive
said,positive
Financi,neutral
will,neutral
post,neutral
pretax,neutral
gain,neutral
about,neutral
million,neutral
million,neutral
sale,neutral
deal,neutral
subject,neutral
regulatori,neutral
approv,neutral
schedul,neutral
close,neutral
three,neutral
month,neutral
