FOCUSBrewer,neutral
expect,neutral
Bass,neutral
deal,neutral
referr,neutral
plan,positive
merger,positive
between,positive
British,positive
brewer,positive
Bass,positive
CarlsbergTetlei,positive
will,positive
creat,positive
such,positive
domin,positive
forc,positive
industri,positive
that,positive
almost,positive
certain,positive
fall,positive
foul,positive
Britain,positive
competit,positive
author,positive
region,positive
brewer,positive
said,positive
Tuesdai,positive
think,neutral
will,neutral
refer,neutral
what,neutral
will,neutral
happen,neutral
then,neutral
anybodi,neutral
guess,neutral
Thei,neutral
must,neutral
think,neutral
there,neutral
reason,neutral
risk,neutral
that,neutral
happen,neutral
otherwis,neutral
have,neutral
plan,neutral
place,neutral
said,neutral
Ralph,neutral
Findlai,neutral
financ,neutral
director,neutral
Wolverhampton,neutral
Dudlei,neutral
Breweri,neutral
Sundai,neutral
Bass,neutral
confirm,neutral
detail,neutral
longawait,neutral
deal,neutral
merg,neutral
with,neutral
CarlsbergTetlei,neutral
leav,neutral
Danish,neutral
brewer,neutral
Carlsberg,neutral
with,neutral
percent,neutral
stake,neutral
merg,neutral
CarlsbergTetleyBass,neutral
British,neutral
regul,neutral
allow,neutral
marriag,neutral
take,neutral
place,neutral
Under,neutral
term,neutral
deal,neutral
Bass,neutral
cannot,neutral
combin,neutral
with,neutral
brew,neutral
busi,neutral
within,neutral
month,neutral
Bass,neutral
option,neutral
whole,neutral
sharehold,neutral
Carlsberg,neutral
Carlsberg,neutral
option,neutral
percent,neutral
Alli,neutral
Domecq,neutral
