Investment,neutral
Trust,neutral
discount,neutral
stabl,neutral
Juli,neutral
AITC,neutral
Averag,neutral
discount,neutral
invest,neutral
trust,neutral
were,neutral
stabl,neutral
Juli,neutral
percent,neutral
slightli,neutral
down,neutral
from,neutral
June,neutral
averag,neutral
percent,neutral
statement,neutral
from,neutral
Associat,neutral
Investment,neutral
Trust,neutral
Compani,neutral
AITC,neutral
show,neutral
There,negative
also,negative
evid,negative
discount,negative
could,negative
narrow,negative
again,negative
Figur,neutral
from,neutral
Datastream,neutral
Consortium,neutral
List,neutral
show,neutral
averag,neutral
discount,neutral
nine,neutral
percent,neutral
August,neutral
AITC,neutral
said,neutral
Ernest,negative
Fenton,negative
director,negative
gener,negative
AITC,negative
note,negative
that,negative
discount,negative
often,negative
misunderstood,negative
individu,negative
investor,negative
said,negative
Discount,negative
automat,negative
indic,negative
poor,negative
perform,negative
poor,negative
return,negative
invest,negative
