Ohio,neutral
Blue,neutral
Cross,neutral
approv,neutral
ColumbiaHCA,neutral
Healthcar,neutral
Corp,neutral
propos,neutral
million,neutral
acquisit,neutral
most,neutral
Blue,neutral
Cross,neutral
Blue,neutral
Shield,neutral
Ohio,neutral
clear,neutral
hurdl,neutral
Tuesdai,neutral
when,neutral
health,neutral
insur,neutral
policyhold,neutral
About,neutral
protestor,neutral
outsid,neutral
meet,neutral
Most,neutral
proxi,neutral
were,neutral
mail,neutral
advanc,neutral
meet,neutral
Blue,neutral
Protestor,negative
carri,negative
sign,negative
read,negative
Stop,negative
Merger,negative
said,negative
thei,negative
repres,negative
retire,negative
trade,negative
union,negative
member,negative
other,negative
