there,negative
also,negative
potenti,negative
worri,negative
look,negative
number,negative
infect,negative
anim,negative
that,negative
enter,negative
food,negative
chain,negative
epidem,neutral
will,neutral
British,neutral
expert,neutral
British,neutral
scientist,neutral
predict,neutral
Wednesdai,neutral
that,neutral
epidem,neutral
would,neutral
admit,neutral
thei,neutral
still,neutral
know,neutral
mani,neutral
peopl,neutral
would,neutral
human,neutral
form,neutral
diseas,neutral
from,neutral
infect,neutral
beef,neutral
first,negative
comprehens,negative
analysi,negative
epidem,negative
scientif,negative
journal,negative
Natur,negative
veterinarian,negative
epidemiologist,negative
other,negative
expert,negative
said,negative
would,negative
hard,negative
epidem,negative
faster,negative
without,negative
slaughter,negative
vast,negative
number,negative
cattl,negative
epidem,positive
rapid,positive
declin,positive
befor,positive
without,positive
cull,positive
That,positive
good,positive
said,positive
Christl,positive
Donnelli,positive
statistician,positive
Oxford,positive
Univers,positive
work,positive
studi,positive
