Honda,positive
group,positive
profit,positive
first,positive
quarter,positive
busi,positive
year,positive
that,positive
began,positive
April,positive
jump,positive
percent,positive
from,positive
year,positive
befor,positive
billion,positive
Manag,positive
Director,positive
Kunihiro,positive
Chujo,positive
said,positive
group,positive
profit,positive
first,positive
quarter,positive
were,positive
push,positive
billion,positive
million,positive
weaker,positive
which,positive
averag,positive
Boom,positive
sale,positive
recreat,positive
vehicl,positive
boost,positive
oper,positive
profit,positive
billion,positive
Recreat,positive
vehicl,positive
boost,positive
Japanes,positive
Honda,positive
Motor,positive
said,positive
Fridai,positive
firstquart,positive
profit,positive
nearli,positive
quadrupl,positive
from,positive
year,positive
earlier,positive
thank,positive
Separ,positive
Toyota,positive
Motor,positive
Corp,positive
Japan,positive
biggest,positive
carmak,positive
Nissan,positive
Motor,positive
closest,positive
rival,positive
said,positive
robust,positive
demand,positive
recreat,positive
vehicl,positive
