ValuJet,neutral
worker,neutral
save,neutral
cash,neutral
ValuJet,negative
said,negative
Tuesdai,negative
temporarili,negative
laid,negative
customerservic,negative
worker,negative
conserv,negative
cash,negative
while,negative
wait,negative
regulatori,negative
approv,negative
resum,negative
oper,negative
compani,neutral
previous,neutral
recal,neutral
worker,neutral
includ,neutral
pilot,neutral
flight,neutral
attend,neutral
customerservic,neutral
agent,neutral
hope,neutral
return,neutral
ValuJet,neutral
howev,neutral
remain,neutral
ground,neutral
while,neutral
wait,neutral
regulatori,neutral
approv,neutral
from,neutral
Depart,neutral
Transport,neutral
Feder,neutral
Aviation,neutral
Administr,neutral
Keep,negative
custom,negative
servic,negative
agent,negative
payrol,negative
while,negative
ground,negative
just,negative
didnt,negative
make,negative
sens,negative
said,negative
ValuJet,negative
spokesman,negative
Gregg,negative
Kenyon,negative
anticip,neutral
shortterm,neutral
situat,neutral
Kenyon,neutral
said,neutral
