Inequal,negative
anomali,negative
which,negative
have,negative
almost,negative
made,negative
Nigeria,negative
laugh,negative
stock,negative
intern,negative
Nigeria,neutral
Africa,neutral
most,neutral
popul,neutral
countri,neutral
reli,neutral
million,neutral
barrel,neutral
crude,neutral
pump,neutral
everi,neutral
Nigeria,negative
take,negative
tough,negative
line,negative
with,negative
Nigeria,negative
take,negative
tough,negative
line,negative
with,negative
foreign,negative
compani,negative
cheat,negative
Minist,neutral
Etete,neutral
told,neutral
execut,neutral
major,neutral
compani,neutral
Lago,neutral
late,neutral
Thursdai,neutral
that,neutral
rule,neutral
would,neutral
govern,negative
peopl,negative
Nigeria,negative
their,negative
fair,negative
share,negative
joint,negative
ventur,negative
arrang,negative
