Palestinian,negative
Author,negative
face,negative
financi,negative
collaps,negative
Palestinian,negative
Author,negative
face,negative
financi,negative
collaps,negative
Israeli,negative
blockad,negative
selfrul,negative
area,negative
lift,negative
intern,negative
donor,negative
fail,negative
disburs,negative
econom,negative
foreign,negative
diplomat,negative
said,negative
Tuesdai,negative
Within,negative
week,negative
Palestinian,negative
Author,negative
face,negative
liquid,negative
crisi,negative
financi,negative
collaps,negative
said,negative
Terj,negative
Larsen,negative
special,negative
envoi,negative
West,negative
Bank,negative
Gaza,negative
Strip,negative
budget,neutral
deficit,neutral
estim,neutral
reach,neutral
million,neutral
dollar,neutral
around,neutral
million,neutral
still,neutral
need,neutral
financ,neutral
Larsen,neutral
told,neutral
report,neutral
confer,neutral
Palestinian,neutral
economi,neutral
